agent,picks,wins,pick_rate_pct,win_rate_pct,event_id,event,year,total_maps,patch_before,patch_after
Astra,32,11,24.2,34.4,1014,Masters Copenhagen 2022,2022,66,,4.08
Breach,43,17,32.6,39.5,1014,Masters Copenhagen 2022,2022,66,,4.08
Brimstone,39,18,29.5,46.2,1014,Masters Copenhagen 2022,2022,66,,4.08
Chamber,101,50,76.5,49.5,1014,Masters Copenhagen 2022,2022,66,,4.08
Cypher,3,3,2.3,100.0,1014,Masters Copenhagen 2022,2022,66,,4.08
Fade,68,34,51.5,50.0,1014,Masters Copenhagen 2022,2022,66,,4.08
Jett,23,12,17.4,52.2,1014,Masters Copenhagen 2022,2022,66,,4.08
Kayo,58,28,43.9,48.3,1014,Masters Copenhagen 2022,2022,66,,4.08
Killjoy,15,7,11.4,46.7,1014,Masters Copenhagen 2022,2022,66,,4.08
Neon,19,7,14.4,36.8,1014,Masters Copenhagen 2022,2022,66,,4.08
Omen,38,24,28.8,63.2,1014,Masters Copenhagen 2022,2022,66,,4.08
Raze,71,38,53.8,53.5,1014,Masters Copenhagen 2022,2022,66,,4.08
Sage,30,17,22.7,56.7,1014,Masters Copenhagen 2022,2022,66,,4.08
Skye,30,14,22.7,46.7,1014,Masters Copenhagen 2022,2022,66,,4.08
Sova,25,15,18.9,60.0,1014,Masters Copenhagen 2022,2022,66,,4.08
Viper,61,34,46.2,55.7,1014,Masters Copenhagen 2022,2022,66,,4.08
Yoru,4,1,3.0,25.0,1014,Masters Copenhagen 2022,2022,66,,4.08
Astra,37,16,21.5,43.2,1015,Champions 2022,2022,86,5.12,
Breach,44,21,25.6,47.7,1015,Champions 2022,2022,86,5.12,
Brimstone,35,19,20.3,54.3,1015,Champions 2022,2022,86,5.12,
Chamber,115,58,66.9,50.4,1015,Champions 2022,2022,86,5.12,
Cypher,10,6,5.8,60.0,1015,Champions 2022,2022,86,5.12,
Fade,92,48,53.5,52.2,1015,Champions 2022,2022,86,5.12,
Jett,54,26,31.4,48.1,1015,Champions 2022,2022,86,5.12,
Kayo,77,40,44.8,51.9,1015,Champions 2022,2022,86,5.12,
Killjoy,28,13,16.3,46.4,1015,Champions 2022,2022,86,5.12,
Neon,27,13,15.7,48.1,1015,Champions 2022,2022,86,5.12,
Omen,60,30,34.9,50.0,1015,Champions 2022,2022,86,5.12,
Phoenix,10,5,5.8,50.0,1015,Champions 2022,2022,86,5.12,
Raze,59,32,34.3,54.2,1015,Champions 2022,2022,86,5.12,
Reyna,2,1,1.2,50.0,1015,Champions 2022,2022,86,5.12,
Sage,37,18,21.5,48.6,1015,Champions 2022,2022,86,5.12,
Skye,36,16,20.9,44.4,1015,Champions 2022,2022,86,5.12,
Sova,56,28,32.6,50.0,1015,Champions 2022,2022,86,5.12,
Viper,79,40,45.9,50.6,1015,Champions 2022,2022,86,5.12,
Yoru,2,0,1.2,0.0,1015,Champions 2022,2022,86,5.12,
Astra,50,23,31.6,46.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Breach,49,24,31.0,49.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Brimstone,15,9,9.5,60.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Chamber,4,2,2.5,50.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Cypher,25,11,15.8,44.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Fade,37,17,23.4,45.9,1188,VCT LOCK//IN 2023,2023,79,,5.12
Harbor,20,11,12.7,55.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Jett,96,48,60.8,50.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Kayo,64,26,40.5,40.6,1188,VCT LOCK//IN 2023,2023,79,,5.12
Killjoy,111,59,70.3,53.2,1188,VCT LOCK//IN 2023,2023,79,,5.12
Neon,11,7,7.0,63.6,1188,VCT LOCK//IN 2023,2023,79,,5.12
Omen,61,30,38.6,49.2,1188,VCT LOCK//IN 2023,2023,79,,5.12
Phoenix,3,2,1.9,66.7,1188,VCT LOCK//IN 2023,2023,79,,5.12
Raze,45,22,28.5,48.9,1188,VCT LOCK//IN 2023,2023,79,,5.12
Reyna,1,0,0.6,0.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Sage,29,16,18.4,55.2,1188,VCT LOCK//IN 2023,2023,79,,5.12
Skye,38,22,24.1,57.9,1188,VCT LOCK//IN 2023,2023,79,,5.12
Sova,63,32,39.9,50.8,1188,VCT LOCK//IN 2023,2023,79,,5.12
Viper,64,32,40.5,50.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Yoru,2,1,1.3,50.0,1188,VCT LOCK//IN 2023,2023,79,,5.12
Astra,59,28,21.2,47.5,1189,VCT Americas League 2023,2023,139,,
Breach,64,28,23.0,43.8,1189,VCT Americas League 2023,2023,139,,
Brimstone,40,19,14.4,47.5,1189,VCT Americas League 2023,2023,139,,
Chamber,4,3,1.4,75.0,1189,VCT Americas League 2023,2023,139,,
Cypher,8,2,2.9,25.0,1189,VCT Americas League 2023,2023,139,,
Fade,10,1,3.6,10.0,1189,VCT Americas League 2023,2023,139,,
Gekko,9,5,3.2,55.6,1189,VCT Americas League 2023,2023,139,,
Harbor,75,39,27.0,52.0,1189,VCT Americas League 2023,2023,139,,
Jett,198,97,71.2,49.0,1189,VCT Americas League 2023,2023,139,,
Kayo,55,26,19.8,47.3,1189,VCT Americas League 2023,2023,139,,
Killjoy,210,110,75.5,52.4,1189,VCT Americas League 2023,2023,139,,
Neon,17,12,6.1,70.6,1189,VCT Americas League 2023,2023,139,,
Omen,103,52,37.1,50.5,1189,VCT Americas League 2023,2023,139,,
Phoenix,2,1,0.7,50.0,1189,VCT Americas League 2023,2023,139,,
Raze,91,44,32.7,48.4,1189,VCT Americas League 2023,2023,139,,
Sage,20,10,7.2,50.0,1189,VCT Americas League 2023,2023,139,,
Skye,172,90,61.9,52.3,1189,VCT Americas League 2023,2023,139,,
Sova,93,45,33.5,48.4,1189,VCT Americas League 2023,2023,139,,
Viper,160,83,57.6,51.9,1189,VCT Americas League 2023,2023,139,,
Astra,47,27,18.2,57.4,1190,VCT EMEA League 2023,2023,129,,
Breach,68,28,26.4,41.2,1190,VCT EMEA League 2023,2023,129,,
Brimstone,24,9,9.3,37.5,1190,VCT EMEA League 2023,2023,129,,
Chamber,1,0,0.4,0.0,1190,VCT EMEA League 2023,2023,129,,
Cypher,65,38,25.2,58.5,1190,VCT EMEA League 2023,2023,129,,
Fade,56,33,21.7,58.9,1190,VCT EMEA League 2023,2023,129,,
Gekko,20,11,7.8,55.0,1190,VCT EMEA League 2023,2023,129,,
Harbor,18,5,7.0,27.8,1190,VCT EMEA League 2023,2023,129,,
Jett,149,78,57.8,52.3,1190,VCT EMEA League 2023,2023,129,,
Kayo,92,47,35.7,51.1,1190,VCT EMEA League 2023,2023,129,,
Killjoy,152,73,58.9,48.0,1190,VCT EMEA League 2023,2023,129,,
Neon,19,10,7.4,52.6,1190,VCT EMEA League 2023,2023,129,,
Omen,160,81,62.0,50.6,1190,VCT EMEA League 2023,2023,129,,
Phoenix,1,0,0.4,0.0,1190,VCT EMEA League 2023,2023,129,,
Raze,86,41,33.3,47.7,1190,VCT EMEA League 2023,2023,129,,
Reyna,1,1,0.4,100.0,1190,VCT EMEA League 2023,2023,129,,
Sage,36,19,14.0,52.8,1190,VCT EMEA League 2023,2023,129,,
Skye,84,37,32.6,44.0,1190,VCT EMEA League 2023,2023,129,,
Sova,80,39,31.0,48.8,1190,VCT EMEA League 2023,2023,129,,
Viper,122,62,47.3,50.8,1190,VCT EMEA League 2023,2023,129,,
Yoru,9,6,3.5,66.7,1190,VCT EMEA League 2023,2023,129,,
Astra,63,33,23.2,52.4,1191,VCT Pacific League 2023,2023,136,,
Breach,100,51,36.8,51.0,1191,VCT Pacific League 2023,2023,136,,
Brimstone,43,23,15.8,53.5,1191,VCT Pacific League 2023,2023,136,,
Chamber,1,0,0.4,0.0,1191,VCT Pacific League 2023,2023,136,,
Cypher,20,12,7.4,60.0,1191,VCT Pacific League 2023,2023,136,,
Fade,31,17,11.4,54.8,1191,VCT Pacific League 2023,2023,136,,
Gekko,10,4,3.7,40.0,1191,VCT Pacific League 2023,2023,136,,
Harbor,54,27,19.9,50.0,1191,VCT Pacific League 2023,2023,136,,
Jett,187,93,68.8,49.7,1191,VCT Pacific League 2023,2023,136,,
Kayo,83,41,30.5,49.4,1191,VCT Pacific League 2023,2023,136,,
Killjoy,186,93,68.4,50.0,1191,VCT Pacific League 2023,2023,136,,
Neon,11,7,4.0,63.6,1191,VCT Pacific League 2023,2023,136,,
Omen,117,58,43.0,49.6,1191,VCT Pacific League 2023,2023,136,,
Phoenix,6,5,2.2,83.3,1191,VCT Pacific League 2023,2023,136,,
Raze,113,59,41.5,52.2,1191,VCT Pacific League 2023,2023,136,,
Reyna,6,4,2.2,66.7,1191,VCT Pacific League 2023,2023,136,,
Sage,15,5,5.5,33.3,1191,VCT Pacific League 2023,2023,136,,
Skye,122,58,44.9,47.5,1191,VCT Pacific League 2023,2023,136,,
Sova,89,47,32.7,52.8,1191,VCT Pacific League 2023,2023,136,,
Viper,100,41,36.8,41.0,1191,VCT Pacific League 2023,2023,136,,
Yoru,3,2,1.1,66.7,1191,VCT Pacific League 2023,2023,136,,
Astra,21,12,16.9,57.1,1494,Masters Tokyo 2023,2023,62,,
Breach,42,21,33.9,50.0,1494,Masters Tokyo 2023,2023,62,,
Brimstone,32,18,25.8,56.2,1494,Masters Tokyo 2023,2023,62,,
Chamber,2,0,1.6,0.0,1494,Masters Tokyo 2023,2023,62,,
Cypher,22,11,17.7,50.0,1494,Masters Tokyo 2023,2023,62,,
Fade,14,9,11.3,64.3,1494,Masters Tokyo 2023,2023,62,,
Gekko,11,5,8.9,45.5,1494,Masters Tokyo 2023,2023,62,,
Harbor,21,13,16.9,61.9,1494,Masters Tokyo 2023,2023,62,,
Jett,73,35,58.9,47.9,1494,Masters Tokyo 2023,2023,62,,
Kayo,23,8,18.5,34.8,1494,Masters Tokyo 2023,2023,62,,
Killjoy,73,39,58.9,53.4,1494,Masters Tokyo 2023,2023,62,,
Neon,12,3,9.7,25.0,1494,Masters Tokyo 2023,2023,62,,
Omen,53,21,42.7,39.6,1494,Masters Tokyo 2023,2023,62,,
Phoenix,2,1,1.6,50.0,1494,Masters Tokyo 2023,2023,62,,
Raze,59,34,47.6,57.6,1494,Masters Tokyo 2023,2023,62,,
Reyna,1,0,0.8,0.0,1494,Masters Tokyo 2023,2023,62,,
Sage,5,1,4.0,20.0,1494,Masters Tokyo 2023,2023,62,,
Skye,73,34,58.9,46.6,1494,Masters Tokyo 2023,2023,62,,
Sova,26,16,21.0,61.5,1494,Masters Tokyo 2023,2023,62,,
Viper,55,29,44.4,52.7,1494,Masters Tokyo 2023,2023,62,,
Astra,50,27,29.8,54.0,1657,Champions 2023,2023,84,,
Breach,38,17,22.6,44.7,1657,Champions 2023,2023,84,,
Brimstone,39,20,23.2,51.3,1657,Champions 2023,2023,84,,
Chamber,16,6,9.5,37.5,1657,Champions 2023,2023,84,,
Cypher,14,9,8.3,64.3,1657,Champions 2023,2023,84,,
Fade,22,9,13.1,40.9,1657,Champions 2023,2023,84,,
Gekko,5,2,3.0,40.0,1657,Champions 2023,2023,84,,
Harbor,17,9,10.1,52.9,1657,Champions 2023,2023,84,,
Jett,88,43,52.4,48.9,1657,Champions 2023,2023,84,,
Kayo,32,18,19.0,56.2,1657,Champions 2023,2023,84,,
Killjoy,105,54,62.5,51.4,1657,Champions 2023,2023,84,,
Neon,5,1,3.0,20.0,1657,Champions 2023,2023,84,,
Omen,70,31,41.7,44.3,1657,Champions 2023,2023,84,,
Phoenix,5,5,3.0,100.0,1657,Champions 2023,2023,84,,
Raze,93,47,55.4,50.5,1657,Champions 2023,2023,84,,
Reyna,5,4,3.0,80.0,1657,Champions 2023,2023,84,,
Sage,1,0,0.6,0.0,1657,Champions 2023,2023,84,,
Skye,94,49,56.0,52.1,1657,Champions 2023,2023,84,,
Sova,43,23,25.6,53.5,1657,Champions 2023,2023,84,,
Viper,92,43,54.8,46.7,1657,Champions 2023,2023,84,,
Yoru,6,3,3.6,50.0,1657,Champions 2023,2023,84,,
Astra,8,3,8.7,37.5,1921,Masters Madrid 2024,2024,46,,
Breach,11,3,12.0,27.3,1921,Masters Madrid 2024,2024,46,,
Brimstone,6,4,6.5,66.7,1921,Masters Madrid 2024,2024,46,,
Chamber,2,0,2.2,0.0,1921,Masters Madrid 2024,2024,46,,
Cypher,23,9,25.0,39.1,1921,Masters Madrid 2024,2024,46,,
Fade,15,9,16.3,60.0,1921,Masters Madrid 2024,2024,46,,
Gekko,22,13,23.9,59.1,1921,Masters Madrid 2024,2024,46,,
Harbor,6,3,6.5,50.0,1921,Masters Madrid 2024,2024,46,,
Jett,39,19,42.4,48.7,1921,Masters Madrid 2024,2024,46,,
Kayo,32,15,34.8,46.9,1921,Masters Madrid 2024,2024,46,,
Killjoy,26,17,28.3,65.4,1921,Masters Madrid 2024,2024,46,,
Neon,4,2,4.3,50.0,1921,Masters Madrid 2024,2024,46,,
Omen,61,30,66.3,49.2,1921,Masters Madrid 2024,2024,46,,
Phoenix,6,2,6.5,33.3,1921,Masters Madrid 2024,2024,46,,
Raze,47,24,51.1,51.1,1921,Masters Madrid 2024,2024,46,,
Reyna,3,1,3.3,33.3,1921,Masters Madrid 2024,2024,46,,
Sage,5,4,5.4,80.0,1921,Masters Madrid 2024,2024,46,,
Skye,24,12,26.1,50.0,1921,Masters Madrid 2024,2024,46,,
Sova,30,15,32.6,50.0,1921,Masters Madrid 2024,2024,46,,
Viper,70,37,76.1,52.9,1921,Masters Madrid 2024,2024,46,,
Yoru,10,3,10.9,30.0,1921,Masters Madrid 2024,2024,46,,
Astra,11,3,10.8,27.3,1923,VCT Americas Kickoff 2024,2024,51,,
Breach,18,10,17.6,55.6,1923,VCT Americas Kickoff 2024,2024,51,,
Brimstone,13,5,12.7,38.5,1923,VCT Americas Kickoff 2024,2024,51,,
Chamber,3,0,2.9,0.0,1923,VCT Americas Kickoff 2024,2024,51,,
Cypher,39,24,38.2,61.5,1923,VCT Americas Kickoff 2024,2024,51,,
Deadlock,2,1,2.0,50.0,1923,VCT Americas Kickoff 2024,2024,51,,
Fade,12,6,11.8,50.0,1923,VCT Americas Kickoff 2024,2024,51,,
Gekko,15,9,14.7,60.0,1923,VCT Americas Kickoff 2024,2024,51,,
Harbor,8,6,7.8,75.0,1923,VCT Americas Kickoff 2024,2024,51,,
Jett,41,17,40.2,41.5,1923,VCT Americas Kickoff 2024,2024,51,,
Kayo,37,19,36.3,51.4,1923,VCT Americas Kickoff 2024,2024,51,,
Killjoy,25,12,24.5,48.0,1923,VCT Americas Kickoff 2024,2024,51,,
Omen,57,31,55.9,54.4,1923,VCT Americas Kickoff 2024,2024,51,,
Phoenix,8,4,7.8,50.0,1923,VCT Americas Kickoff 2024,2024,51,,
Raze,54,29,52.9,53.7,1923,VCT Americas Kickoff 2024,2024,51,,
Reyna,1,1,1.0,100.0,1923,VCT Americas Kickoff 2024,2024,51,,
Skye,38,17,37.3,44.7,1923,VCT Americas Kickoff 2024,2024,51,,
Sova,37,17,36.3,45.9,1923,VCT Americas Kickoff 2024,2024,51,,
Viper,83,41,81.4,49.4,1923,VCT Americas Kickoff 2024,2024,51,,
Yoru,8,3,7.8,37.5,1923,VCT Americas Kickoff 2024,2024,51,,
Astra,8,2,8.7,25.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Breach,4,2,4.3,50.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Brimstone,6,4,6.5,66.7,1924,VCT Pacific Kickoff 2024,2024,46,,
Chamber,3,2,3.3,66.7,1924,VCT Pacific Kickoff 2024,2024,46,,
Cypher,35,16,38.0,45.7,1924,VCT Pacific Kickoff 2024,2024,46,,
Fade,21,10,22.8,47.6,1924,VCT Pacific Kickoff 2024,2024,46,,
Gekko,16,8,17.4,50.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Harbor,12,4,13.0,33.3,1924,VCT Pacific Kickoff 2024,2024,46,,
Jett,44,24,47.8,54.5,1924,VCT Pacific Kickoff 2024,2024,46,,
Kayo,25,15,27.2,60.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Killjoy,39,21,42.4,53.8,1924,VCT Pacific Kickoff 2024,2024,46,,
Neon,3,1,3.3,33.3,1924,VCT Pacific Kickoff 2024,2024,46,,
Omen,50,26,54.3,52.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Raze,46,23,50.0,50.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Reyna,1,0,1.1,0.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Sage,3,2,3.3,66.7,1924,VCT Pacific Kickoff 2024,2024,46,,
Skye,23,9,25.0,39.1,1924,VCT Pacific Kickoff 2024,2024,46,,
Sova,38,18,41.3,47.4,1924,VCT Pacific Kickoff 2024,2024,46,,
Viper,71,37,77.2,52.1,1924,VCT Pacific Kickoff 2024,2024,46,,
Yoru,12,6,13.0,50.0,1924,VCT Pacific Kickoff 2024,2024,46,,
Astra,8,5,8.7,62.5,1925,VCT EMEA Kickoff 2024,2024,46,,
Breach,24,7,26.1,29.2,1925,VCT EMEA Kickoff 2024,2024,46,,
Brimstone,7,3,7.6,42.9,1925,VCT EMEA Kickoff 2024,2024,46,,
Chamber,3,1,3.3,33.3,1925,VCT EMEA Kickoff 2024,2024,46,,
Cypher,39,17,42.4,43.6,1925,VCT EMEA Kickoff 2024,2024,46,,
Fade,27,15,29.3,55.6,1925,VCT EMEA Kickoff 2024,2024,46,,
Gekko,15,8,16.3,53.3,1925,VCT EMEA Kickoff 2024,2024,46,,
Harbor,3,1,3.3,33.3,1925,VCT EMEA Kickoff 2024,2024,46,,
Jett,11,6,12.0,54.5,1925,VCT EMEA Kickoff 2024,2024,46,,
Kayo,16,7,17.4,43.8,1925,VCT EMEA Kickoff 2024,2024,46,,
Killjoy,27,14,29.3,51.9,1925,VCT EMEA Kickoff 2024,2024,46,,
Neon,6,4,6.5,66.7,1925,VCT EMEA Kickoff 2024,2024,46,,
Omen,68,35,73.9,51.5,1925,VCT EMEA Kickoff 2024,2024,46,,
Phoenix,4,1,4.3,25.0,1925,VCT EMEA Kickoff 2024,2024,46,,
Raze,62,31,67.4,50.0,1925,VCT EMEA Kickoff 2024,2024,46,,
Reyna,1,1,1.1,100.0,1925,VCT EMEA Kickoff 2024,2024,46,,
Sage,5,4,5.4,80.0,1925,VCT EMEA Kickoff 2024,2024,46,,
Skye,26,12,28.3,46.2,1925,VCT EMEA Kickoff 2024,2024,46,,
Sova,23,12,25.0,52.2,1925,VCT EMEA Kickoff 2024,2024,46,,
Viper,66,37,71.7,56.1,1925,VCT EMEA Kickoff 2024,2024,46,,
Yoru,19,9,20.7,47.4,1925,VCT EMEA Kickoff 2024,2024,46,,
Astra,6,2,6.5,33.3,1926,VCT CN Kickoff 2024,2024,46,,
Breach,18,7,19.6,38.9,1926,VCT CN Kickoff 2024,2024,46,,
Brimstone,12,7,13.0,58.3,1926,VCT CN Kickoff 2024,2024,46,,
Chamber,4,4,4.3,100.0,1926,VCT CN Kickoff 2024,2024,46,,
Cypher,40,19,43.5,47.5,1926,VCT CN Kickoff 2024,2024,46,,
Fade,17,8,18.5,47.1,1926,VCT CN Kickoff 2024,2024,46,,
Gekko,6,4,6.5,66.7,1926,VCT CN Kickoff 2024,2024,46,,
Harbor,9,5,9.8,55.6,1926,VCT CN Kickoff 2024,2024,46,,
Jett,43,22,46.7,51.2,1926,VCT CN Kickoff 2024,2024,46,,
Kayo,19,11,20.7,57.9,1926,VCT CN Kickoff 2024,2024,46,,
Killjoy,33,15,35.9,45.5,1926,VCT CN Kickoff 2024,2024,46,,
Neon,3,1,3.3,33.3,1926,VCT CN Kickoff 2024,2024,46,,
Omen,55,27,59.8,49.1,1926,VCT CN Kickoff 2024,2024,46,,
Phoenix,5,2,5.4,40.0,1926,VCT CN Kickoff 2024,2024,46,,
Raze,53,25,57.6,47.2,1926,VCT CN Kickoff 2024,2024,46,,
Reyna,2,1,2.2,50.0,1926,VCT CN Kickoff 2024,2024,46,,
Skye,20,10,21.7,50.0,1926,VCT CN Kickoff 2024,2024,46,,
Sova,48,26,52.2,54.2,1926,VCT CN Kickoff 2024,2024,46,,
Viper,59,32,64.1,54.2,1926,VCT CN Kickoff 2024,2024,46,,
Yoru,8,2,8.7,25.0,1926,VCT CN Kickoff 2024,2024,46,,
Astra,5,3,2.6,60.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Breach,32,15,16.8,46.9,1998,VCT EMEA Stage 1 2024,2024,95,,
Brimstone,18,7,9.5,38.9,1998,VCT EMEA Stage 1 2024,2024,95,,
Chamber,7,4,3.7,57.1,1998,VCT EMEA Stage 1 2024,2024,95,,
Cypher,83,45,43.7,54.2,1998,VCT EMEA Stage 1 2024,2024,95,,
Deadlock,3,0,1.6,0.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Fade,23,13,12.1,56.5,1998,VCT EMEA Stage 1 2024,2024,95,,
Gekko,59,26,31.1,44.1,1998,VCT EMEA Stage 1 2024,2024,95,,
Harbor,5,1,2.6,20.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Jett,44,20,23.2,45.5,1998,VCT EMEA Stage 1 2024,2024,95,,
Kayo,73,38,38.4,52.1,1998,VCT EMEA Stage 1 2024,2024,95,,
Killjoy,55,24,28.9,43.6,1998,VCT EMEA Stage 1 2024,2024,95,,
Neon,12,6,6.3,50.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Omen,116,60,61.1,51.7,1998,VCT EMEA Stage 1 2024,2024,95,,
Phoenix,4,1,2.1,25.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Raze,97,49,51.1,50.5,1998,VCT EMEA Stage 1 2024,2024,95,,
Reyna,4,3,2.1,75.0,1998,VCT EMEA Stage 1 2024,2024,95,,
Sage,24,11,12.6,45.8,1998,VCT EMEA Stage 1 2024,2024,95,,
Skye,34,18,17.9,52.9,1998,VCT EMEA Stage 1 2024,2024,95,,
Sova,77,40,40.5,51.9,1998,VCT EMEA Stage 1 2024,2024,95,,
Viper,134,68,70.5,50.7,1998,VCT EMEA Stage 1 2024,2024,95,,
Yoru,41,23,21.6,56.1,1998,VCT EMEA Stage 1 2024,2024,95,,
Astra,8,6,6.2,75.0,1999,Masters Shanghai 2024,2024,65,,
Breach,18,9,13.8,50.0,1999,Masters Shanghai 2024,2024,65,,
Brimstone,14,8,10.8,57.1,1999,Masters Shanghai 2024,2024,65,,
Chamber,3,1,2.3,33.3,1999,Masters Shanghai 2024,2024,65,,
Clove,2,1,1.5,50.0,1999,Masters Shanghai 2024,2024,65,,
Cypher,41,19,31.5,46.3,1999,Masters Shanghai 2024,2024,65,,
Fade,34,16,26.2,47.1,1999,Masters Shanghai 2024,2024,65,,
Gekko,42,17,32.3,40.5,1999,Masters Shanghai 2024,2024,65,,
Harbor,15,4,11.5,26.7,1999,Masters Shanghai 2024,2024,65,,
Jett,47,26,36.2,55.3,1999,Masters Shanghai 2024,2024,65,,
Kayo,41,24,31.5,58.5,1999,Masters Shanghai 2024,2024,65,,
Killjoy,48,25,36.9,52.1,1999,Masters Shanghai 2024,2024,65,,
Neon,1,0,0.8,0.0,1999,Masters Shanghai 2024,2024,65,,
Omen,84,41,64.6,48.8,1999,Masters Shanghai 2024,2024,65,,
Phoenix,1,1,0.8,100.0,1999,Masters Shanghai 2024,2024,65,,
Raze,74,36,56.9,48.6,1999,Masters Shanghai 2024,2024,65,,
Reyna,3,2,2.3,66.7,1999,Masters Shanghai 2024,2024,65,,
Sage,6,3,4.6,50.0,1999,Masters Shanghai 2024,2024,65,,
Skye,23,9,17.7,39.1,1999,Masters Shanghai 2024,2024,65,,
Sova,49,29,37.7,59.2,1999,Masters Shanghai 2024,2024,65,,
Viper,84,42,64.6,50.0,1999,Masters Shanghai 2024,2024,65,,
Yoru,12,6,9.2,50.0,1999,Masters Shanghai 2024,2024,65,,
Astra,4,2,2.0,50.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Breach,20,12,10.0,60.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Brimstone,20,11,10.0,55.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Chamber,17,9,8.5,52.9,2002,VCT Pacific Stage 1 2024,2024,100,,
Cypher,60,29,30.0,48.3,2002,VCT Pacific Stage 1 2024,2024,100,,
Fade,43,21,21.5,48.8,2002,VCT Pacific Stage 1 2024,2024,100,,
Gekko,52,24,26.0,46.2,2002,VCT Pacific Stage 1 2024,2024,100,,
Harbor,17,9,8.5,52.9,2002,VCT Pacific Stage 1 2024,2024,100,,
Jett,81,43,40.5,53.1,2002,VCT Pacific Stage 1 2024,2024,100,,
Kayo,68,30,34.0,44.1,2002,VCT Pacific Stage 1 2024,2024,100,,
Killjoy,81,39,40.5,48.1,2002,VCT Pacific Stage 1 2024,2024,100,,
Neon,7,3,3.5,42.9,2002,VCT Pacific Stage 1 2024,2024,100,,
Omen,133,67,66.5,50.4,2002,VCT Pacific Stage 1 2024,2024,100,,
Phoenix,4,2,2.0,50.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Raze,118,59,59.0,50.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Reyna,2,1,1.0,50.0,2002,VCT Pacific Stage 1 2024,2024,100,,
Sage,16,11,8.0,68.8,2002,VCT Pacific Stage 1 2024,2024,100,,
Skye,45,22,22.5,48.9,2002,VCT Pacific Stage 1 2024,2024,100,,
Sova,64,33,32.0,51.6,2002,VCT Pacific Stage 1 2024,2024,100,,
Viper,136,66,68.0,48.5,2002,VCT Pacific Stage 1 2024,2024,100,,
Yoru,12,7,6.0,58.3,2002,VCT Pacific Stage 1 2024,2024,100,,
Astra,9,4,4.8,44.4,2004,VCT Americas Stage 1 2024,2024,93,,
Breach,19,10,10.2,52.6,2004,VCT Americas Stage 1 2024,2024,93,,
Brimstone,31,16,16.7,51.6,2004,VCT Americas Stage 1 2024,2024,93,,
Cypher,60,30,32.3,50.0,2004,VCT Americas Stage 1 2024,2024,93,,
Deadlock,2,1,1.1,50.0,2004,VCT Americas Stage 1 2024,2024,93,,
Fade,44,25,23.7,56.8,2004,VCT Americas Stage 1 2024,2024,93,,
Gekko,68,36,36.6,52.9,2004,VCT Americas Stage 1 2024,2024,93,,
Harbor,19,10,10.2,52.6,2004,VCT Americas Stage 1 2024,2024,93,,
Jett,64,33,34.4,51.6,2004,VCT Americas Stage 1 2024,2024,93,,
Kayo,53,23,28.5,43.4,2004,VCT Americas Stage 1 2024,2024,93,,
Killjoy,81,43,43.5,53.1,2004,VCT Americas Stage 1 2024,2024,93,,
Omen,94,47,50.5,50.0,2004,VCT Americas Stage 1 2024,2024,93,,
Phoenix,2,0,1.1,0.0,2004,VCT Americas Stage 1 2024,2024,93,,
Raze,106,54,57.0,50.9,2004,VCT Americas Stage 1 2024,2024,93,,
Reyna,4,1,2.2,25.0,2004,VCT Americas Stage 1 2024,2024,93,,
Sage,6,2,3.2,33.3,2004,VCT Americas Stage 1 2024,2024,93,,
Skye,39,17,21.0,43.6,2004,VCT Americas Stage 1 2024,2024,93,,
Sova,69,36,37.1,52.2,2004,VCT Americas Stage 1 2024,2024,93,,
Viper,150,73,80.6,48.7,2004,VCT Americas Stage 1 2024,2024,93,,
Yoru,10,4,5.4,40.0,2004,VCT Americas Stage 1 2024,2024,93,,
Astra,6,4,3.4,66.7,2005,VCT Pacific Stage 2 2024,2024,88,,
Breach,51,27,29.0,52.9,2005,VCT Pacific Stage 2 2024,2024,88,,
Brimstone,8,5,4.5,62.5,2005,VCT Pacific Stage 2 2024,2024,88,,
