act,map,agent,uuid,matches,win_rate,kd
E10A1,Fracture,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,7653,49.43,0.902
E10A1,Fracture,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,31169,49.63,0.986
E10A1,Fracture,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,50649,49.91,0.954
E10A1,Fracture,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,6387,45.23,0.989
E10A1,Fracture,Raze,f94c3b30-42be-e959-889c-5aa313dba261,27129,49.54,1.016
E10A1,Fracture,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,75992,50.07,1.071
E10A1,Fracture,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,29798,50.28,0.988
E10A1,Haven,Viper,707eab51-4836-f488-046a-cda6bf494859,553,50.63,1.028
E10A1,Haven,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,9440,48.41,0.994
E10A1,Haven,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,18364,49.18,0.914
E10A1,Haven,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,6697,50.86,0.981
E10A1,Haven,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,306,38.89,0.872
E10A1,Haven,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,29133,49.2,1.071
E10A1,Haven,Iso,efba5359-4016-a1e5-7626-b1ae76895940,4570,50.53,1.0
E10A1,Haven,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,7151,49.34,0.885
E10A1,Haven,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,67556,50.37,0.978
E10A1,Haven,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,4785,45.45,0.888
E10A1,Haven,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,5486,49.78,0.93
E10A1,Haven,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,4233,50.65,0.931
E10A1,Haven,Omen,8e253930-4c05-31dd-1b6c-968525494517,44124,46.48,0.965
E10A1,Haven,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,12608,50.7,0.968
E10A1,Haven,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,17315,50.95,0.907
E10A1,Haven,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,18543,51.04,1.066
E10A1,Haven,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,74207,52.33,0.942
E10A1,Haven,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,61725,50.06,1.074
E10A1,Haven,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,10737,51.16,0.928
E10A1,Haven,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,32764,50.61,0.994
E10A1,Haven,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,28114,48.34,0.94
E10A1,Haven,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,4092,46.46,0.987
E10A1,Haven,Raze,f94c3b30-42be-e959-889c-5aa313dba261,11909,49.42,0.987
E10A1,Haven,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,97991,49.97,1.054
E10A1,Haven,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,49034,49.95,0.992
E10A1,Lotus,Viper,707eab51-4836-f488-046a-cda6bf494859,1536,48.63,1.029
E10A1,Lotus,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,8230,49.43,1.009
E10A1,Lotus,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,26256,49.68,0.91
E10A1,Lotus,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,10789,52.43,1.004
E10A1,Lotus,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,600,43.0,0.88
E10A1,Lotus,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,42289,49.94,1.096
E10A1,Lotus,Iso,efba5359-4016-a1e5-7626-b1ae76895940,10402,51.53,1.034
E10A1,Lotus,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,26879,50.12,0.898
E10A1,Lotus,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,5550,50.09,0.959
E10A1,Lotus,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,3179,45.14,0.881
E10A1,Lotus,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,3239,47.51,0.948
E10A1,Lotus,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,19838,50.84,0.944
E10A1,Lotus,Omen,8e253930-4c05-31dd-1b6c-968525494517,31451,45.75,0.96
E10A1,Lotus,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,12903,51.89,0.98
E10A1,Lotus,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,9857,51.07,0.906
E10A1,Lotus,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,9173,51.36,1.066
E10A1,Lotus,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,75209,52.17,0.946
E10A1,Lotus,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,49516,50.23,1.082
E10A1,Lotus,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,10595,50.32,0.922
E10A1,Lotus,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,28249,49.58,1.0
E10A1,Lotus,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,34704,48.22,0.949
E10A1,Lotus,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,4146,45.71,0.999
E10A1,Lotus,Raze,f94c3b30-42be-e959-889c-5aa313dba261,47214,49.68,1.012
E10A1,Lotus,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,62517,49.95,1.058
E10A1,Lotus,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,23436,49.22,0.978
E10A1,Pearl,Viper,707eab51-4836-f488-046a-cda6bf494859,6582,47.75,0.991
E10A1,Pearl,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,13596,49.6,1.014
E10A1,Pearl,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,6123,48.88,0.896
E10A1,Pearl,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,10724,51.94,0.995
E10A1,Pearl,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,4939,44.81,0.884
E10A1,Pearl,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,45564,48.87,1.076
E10A1,Pearl,Iso,efba5359-4016-a1e5-7626-b1ae76895940,14268,51.06,1.027
E10A1,Pearl,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,23204,50.5,0.896
E10A1,Pearl,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,17543,50.19,0.969
E10A1,Pearl,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,9031,44.85,0.886
E10A1,Pearl,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,4746,48.9,0.935
E10A1,Pearl,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,36632,50.8,0.93
E10A1,Pearl,Omen,8e253930-4c05-31dd-1b6c-968525494517,12727,44.88,0.935
E10A1,Pearl,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,12552,51.75,0.969
E10A1,Pearl,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,12722,51.05,0.89
E10A1,Pearl,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,20344,51.86,1.072
E10A1,Pearl,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,65177,53.07,0.934
E10A1,Pearl,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,58938,50.18,1.081
E10A1,Pearl,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,8647,48.05,0.904
E10A1,Pearl,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,27544,50.33,0.997
E10A1,Pearl,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,34250,48.43,0.941
E10A1,Pearl,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,34968,47.48,1.016
E10A1,Pearl,Raze,f94c3b30-42be-e959-889c-5aa313dba261,9378,48.0,0.972
E10A1,Pearl,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,92074,49.85,1.049
E10A1,Pearl,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,29976,50.41,0.994
E10A1,Split,Viper,707eab51-4836-f488-046a-cda6bf494859,2262,46.15,1.039
E10A1,Split,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,9960,49.27,1.012
E10A1,Split,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,28981,49.95,0.935
E10A1,Split,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,12768,51.34,1.018
E10A1,Split,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,340,40.0,0.891
E10A1,Split,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,20244,48.19,1.074
E10A1,Split,Iso,efba5359-4016-a1e5-7626-b1ae76895940,7752,48.68,1.02
E10A1,Split,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,9562,48.93,0.894
E10A1,Split,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,8928,49.28,0.963
E10A1,Split,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,7131,45.79,0.906
E10A1,Split,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,5226,49.6,0.958
E10A1,Split,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,7016,49.97,0.945
E10A1,Split,Omen,8e253930-4c05-31dd-1b6c-968525494517,38745,46.25,0.98
E10A1,Split,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,9400,51.39,0.974
E10A1,Split,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,44934,52.38,0.944
E10A1,Split,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,12134,50.68,1.057
E10A1,Split,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,85838,52.24,0.951
E10A1,Split,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,59429,50.26,1.086
E10A1,Split,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,38242,50.54,0.938
E10A1,Split,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,10036,48.43,0.97
E10A1,Split,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,42841,48.81,0.967
E10A1,Split,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,7614,45.71,1.017
E10A1,Split,Raze,f94c3b30-42be-e959-889c-5aa313dba261,54887,49.94,1.016
E10A1,Split,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,81527,49.84,1.053
E10A1,Split,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,69016,49.77,0.993
E10A2,ALL,Viper,707eab51-4836-f488-046a-cda6bf494859,92631,49.12,1.012
E10A2,ALL,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,113573,48.79,1.011
E10A2,ALL,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,209682,49.46,0.913
E10A2,ALL,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,84070,49.46,0.968
E10A2,ALL,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,12634,45.12,0.903
E10A2,ALL,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,284441,49.46,1.09
E10A2,ALL,Iso,efba5359-4016-a1e5-7626-b1ae76895940,119123,50.85,1.027
E10A2,ALL,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,117160,49.6,0.889
E10A2,ALL,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,304197,50.71,0.98
E10A2,ALL,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,82508,45.87,0.894
E10A2,ALL,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,112394,50.07,0.965
E10A2,ALL,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,98817,50.48,0.93
E10A2,ALL,Omen,8e253930-4c05-31dd-1b6c-968525494517,300497,46.57,0.966
E10A2,ALL,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,110346,51.34,0.986
E10A2,ALL,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,186418,51.47,0.907
E10A2,ALL,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,125156,51.79,1.069
E10A2,ALL,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,117973,46.04,0.951
E10A2,ALL,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,502663,52.84,0.943
E10A2,ALL,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,451449,50.72,1.088
E10A2,ALL,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,95370,49.65,0.927
E10A2,ALL,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,248437,50.26,0.987
E10A2,ALL,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,251068,48.96,0.955
E10A2,ALL,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,77541,47.32,1.017
E10A2,ALL,Raze,f94c3b30-42be-e959-889c-5aa313dba261,196961,49.9,1.012
E10A2,ALL,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,665459,50.33,1.067
E10A2,ALL,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,297527,50.06,0.994
E10A2,Ascent,Viper,707eab51-4836-f488-046a-cda6bf494859,746,45.58,0.972
E10A2,Ascent,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,12014,49.06,1.013
E10A2,Ascent,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,13890,48.53,0.901
E10A2,Ascent,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,11018,49.13,0.968
E10A2,Ascent,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,432,42.59,0.911
E10A2,Ascent,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,24286,49.07,1.079
E10A2,Ascent,Iso,efba5359-4016-a1e5-7626-b1ae76895940,12261,50.4,1.018
E10A2,Ascent,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,7880,47.47,0.864
E10A2,Ascent,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,88960,51.28,1.005
E10A2,Ascent,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,25123,45.73,0.906
E10A2,Ascent,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,12098,49.86,0.942
E10A2,Ascent,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,5984,50.17,0.931
E10A2,Ascent,Omen,8e253930-4c05-31dd-1b6c-968525494517,63422,47.22,0.968
E10A2,Ascent,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,9145,50.85,0.965
E10A2,Ascent,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,20872,50.93,0.906
E10A2,Ascent,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,30971,52.55,1.08
E10A2,Ascent,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,18887,46.2,0.951
E10A2,Ascent,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,78682,52.67,0.937
E10A2,Ascent,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,66036,50.71,1.073
E10A2,Ascent,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,8926,48.3,0.912
E10A2,Ascent,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,59584,49.97,0.989
E10A2,Ascent,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,23377,48.78,0.956
E10A2,Ascent,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,4628,45.79,1.002
E10A2,Ascent,Raze,f94c3b30-42be-e959-889c-5aa313dba261,17731,49.04,0.987
E10A2,Ascent,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,113315,50.26,1.064
E10A2,Ascent,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,50271,50.84,0.993
E10A2,Fracture,Viper,707eab51-4836-f488-046a-cda6bf494859,3273,46.87,0.98
E10A2,Fracture,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,14130,48.25,1.006
E10A2,Fracture,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,67302,49.85,0.914
E10A2,Fracture,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,17171,50.07,0.971
E10A2,Fracture,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,1304,41.56,0.872
E10A2,Fracture,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,44254,49.7,1.1
E10A2,Fracture,Iso,efba5359-4016-a1e5-7626-b1ae76895940,17632,50.32,1.024
E10A2,Fracture,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,9950,48.71,0.87
E10A2,Fracture,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,6209,48.7,0.942
E10A2,Fracture,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,7397,46.3,0.889
E10A2,Fracture,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,61348,50.6,0.986
E10A2,Fracture,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,7488,49.56,0.922
E10A2,Fracture,Omen,8e253930-4c05-31dd-1b6c-968525494517,18127,43.82,0.93
E10A2,Fracture,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,24846,51.78,1.005
E10A2,Fracture,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,19533,51.16,0.891
E10A2,Fracture,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,13771,51.83,1.07
E10A2,Fracture,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,17424,46.34,0.961
E10A2,Fracture,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,61865,52.23,0.937
E10A2,Fracture,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,61541,51.03,1.105
E10A2,Fracture,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,8805,49.18,0.902
E10A2,Fracture,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,30756,50.28,0.981
E10A2,Fracture,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,66396,49.65,0.961
E10A2,Fracture,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,7198,45.89,1.007
E10A2,Fracture,Raze,f94c3b30-42be-e959-889c-5aa313dba261,28241,49.57,1.02
E10A2,Fracture,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,84191,50.4,1.082
E10A2,Fracture,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,39767,50.21,0.993
E10A2,Haven,Viper,707eab51-4836-f488-046a-cda6bf494859,752,43.88,0.983
E10A2,Haven,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,16841,49.02,1.006
E10A2,Haven,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,26438,48.63,0.911
E10A2,Haven,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,7902,49.2,0.958
E10A2,Haven,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,462,43.51,0.881
E10A2,Haven,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,34427,49.22,1.074
E10A2,Haven,Iso,efba5359-4016-a1e5-7626-b1ae76895940,8167,50.79,1.007
E10A2,Haven,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,10262,49.65,0.881
E10A2,Haven,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,77587,50.81,0.99
E10A2,Haven,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,7931,46.22,0.896
E10A2,Haven,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,9967,49.92,0.936
E10A2,Haven,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,6098,50.48,0.933
E10A2,Haven,Omen,8e253930-4c05-31dd-1b6c-968525494517,64785,46.89,0.974
E10A2,Haven,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,16023,51.41,0.984
E10A2,Haven,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,27495,51.13,0.907
E10A2,Haven,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,21947,51.56,1.068
E10A2,Haven,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,15871,45.13,0.938
E10A2,Haven,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,75532,53.0,0.944
E10A2,Haven,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,67189,50.6,1.079
E10A2,Haven,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,13693,49.76,0.939
E10A2,Haven,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,33642,50.55,0.985
E10A2,Haven,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,23421,47.78,0.937
E10A2,Haven,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,5154,45.73,0.988
E10A2,Haven,Raze,f94c3b30-42be-e959-889c-5aa313dba261,14085,49.83,0.998
E10A2,Haven,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,105527,50.31,1.063
E10A2,Haven,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,62805,50.13,1.004
E10A2,Icebox,Viper,707eab51-4836-f488-046a-cda6bf494859,76416,49.4,1.013
E10A2,Icebox,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,12130,46.92,0.974
E10A2,Icebox,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,5613,47.82,0.872
E10A2,Icebox,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,9866,47.86,0.945
E10A2,Icebox,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,4530,47.4,0.917
E10A2,Icebox,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,57004,49.69,1.092
E10A2,Icebox,Iso,efba5359-4016-a1e5-7626-b1ae76895940,4536,48.15,0.982
E10A2,Icebox,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,22085,50.35,0.89
E10A2,Icebox,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,93540,50.41,0.953
E10A2,Icebox,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,13763,45.8,0.878
E10A2,Icebox,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,5050,46.87,0.911
E10A2,Icebox,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,4230,47.78,0.888
E10A2,Icebox,Omen,8e253930-4c05-31dd-1b6c-968525494517,22755,46.1,0.941
E10A2,Icebox,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,12897,49.91,0.961
E10A2,Icebox,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,28720,51.93,0.885
E10A2,Icebox,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,8786,49.75,1.032
E10A2,Icebox,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,17610,45.99,0.945
E10A2,Icebox,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,50806,53.67,0.937
E10A2,Icebox,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,75226,50.93,1.086
E10A2,Icebox,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,6507,48.56,0.889
E10A2,Icebox,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,60577,50.92,0.995
E10A2,Icebox,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,16297,47.72,0.92
E10A2,Icebox,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,2792,46.56,0.99
E10A2,Icebox,Raze,f94c3b30-42be-e959-889c-5aa313dba261,18155,49.02,0.973
E10A2,Icebox,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,110077,50.64,1.074
E10A2,Icebox,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,6711,48.37,0.941
E10A2,Lotus,Viper,707eab51-4836-f488-046a-cda6bf494859,2215,48.62,1.044
E10A2,Lotus,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,14899,49.64,1.021
E10A2,Lotus,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,47378,49.92,0.911
E10A2,Lotus,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,13140,50.21,0.971
E10A2,Lotus,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,898,43.99,0.904
E10A2,Lotus,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,53272,49.99,1.102
E10A2,Lotus,Iso,efba5359-4016-a1e5-7626-b1ae76895940,26834,51.53,1.039
E10A2,Lotus,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,29924,49.83,0.895
E10A2,Lotus,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,7455,50.23,0.973
E10A2,Lotus,Kayo,601dbbe7-43ce-be57-2a40-4abd24953621,6019,46.07,0.878
E10A2,Lotus,Brimstone,9f0d8ba9-4140-b941-57d3-a7ad57c6b417,6562,48.6,0.947
E10A2,Lotus,Fade,dade69b4-4f5a-8528-247b-219e5a1facd6,22677,50.99,0.941
E10A2,Lotus,Omen,8e253930-4c05-31dd-1b6c-968525494517,53796,46.85,0.97
E10A2,Lotus,Neon,bb2a4828-46eb-8cd1-e765-15848195d751,19317,52.08,0.995
E10A2,Lotus,Sage,569fdd95-4d10-43ab-ca70-79becc718b46,18588,51.33,0.905
E10A2,Lotus,Phoenix,eb93336a-449b-9c1b-0a54-a891f7921d69,11880,51.73,1.062
E10A2,Lotus,Tejo,df1cb487-4902-002e-5c17-d28e83e78588,15905,45.8,0.957
E10A2,Lotus,Clove,1dbf2edd-4729-0984-3115-daa5eed44993,86288,52.56,0.951
E10A2,Lotus,Reyna,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,59770,50.42,1.09
E10A2,Lotus,Skye,6f2a04ca-43e0-be17-7f36-b3908627744d,12286,49.3,0.919
E10A2,Lotus,Killjoy,1e58de9c-4950-5125-93e9-a0aee9f98746,28112,49.44,0.985
E10A2,Lotus,Vyse,b444168c-4e35-8076-db47-ef9bf368f384,42253,48.78,0.955
E10A2,Lotus,Astra,41fb69c1-4189-7b37-f117-bcaf1e96f1bf,5475,46.05,0.992
E10A2,Lotus,Raze,f94c3b30-42be-e959-889c-5aa313dba261,53207,50.08,1.023
E10A2,Lotus,Jett,add6443a-41bd-e414-f6ad-e58d267f4e95,76046,50.31,1.066
E10A2,Lotus,Cypher,117ed9e3-49f3-6512-3ccf-0cada7e3823b,30731,49.14,0.989
E10A2,Pearl,Viper,707eab51-4836-f488-046a-cda6bf494859,6104,49.26,0.994
E10A2,Pearl,Yoru,7f94d92c-4234-0a36-9646-3a87eb8b5c89,26720,49.14,1.019
E10A2,Pearl,Breach,5f8d3a7f-467b-97f3-062c-13acf203c006,9991,47.97,0.893
E10A2,Pearl,Deadlock,cc8b64c8-4b25-4ff9-6e7f-37b4da43d235,12004,48.96,0.962
E10A2,Pearl,Harbor,95b78ed7-4637-86d9-7e41-71ba8c293152,4546,44.74,0.899
E10A2,Pearl,Chamber,22697a3d-45bf-8dd7-4fec-84a9e28c69d7,50110,49.16,1.085
E10A2,Pearl,Iso,efba5359-4016-a1e5-7626-b1ae76895940,37232,51.29,1.033
E10A2,Pearl,Gekko,e370fa57-4757-3604-3648-499e1f642d3f,26464,50.1,0.894
E10A2,Pearl,Sova,320b2a48-4d9b-a075-30f1-1f93a9b638fa,19948,50.72,0.972
